cycle,avg,error,childs
0,342.3126604342093,0,2
1,342.3126604342093,0,2
2,342.3126604342093,0,3
3,342.3126604342093,0,4
4,1561.650750205031,4877.352359083287,5
5,1697.8656414832863,5422.211924196306,5
6,1697.8656414832863,3794.2291605907208,5
7,1697.8656414832863,3794.2291605907208,5
8,1697.8656414832863,2167.895379918502,5
9,1697.8656414832863,1897.9390717620447,5
10,1697.8656414832863,1627.9827636055873,5
11,1697.8656414832863,1627.9827636055875,5
12,1697.8656414832863,1627.9827636055873,5
13,1697.8656414832858,1186.8302884512902,5
14,1697.8656414832858,1186.8302884512902,5
15,1697.8656414832863,864.1959438487866,5
16,1697.8656414832863,728.8055440372161,5
17,1697.8656414832863,728.8055440372161,5
18,1697.8656414832863,525.7199443198592,5
19,1697.8656414832858,390.32954450828856,5
20,1697.8656414832863,390.3295445082888,5
21,1697.8656414832863,212.08857223059044,5
22,1697.8656414832863,212.08857223059022,5
23,1697.8656414832863,178.24097227769676,5
24,1697.8656414832863,169.7790722894738,5
25,1697.8656414832858,135.79620420532865,5
26,1697.8656414832863,50.90666806059153,5
27,1697.8656414832863,50.906668060591755,5
28,1697.8656414832863,29.684284024408043,5
29,1697.8656414832863,27.568809027351563,5
30,1697.8656414832863,25.45333403029531,5
31,1697.8656414832863,15.89987951073158,5
32,1697.8656414832863,15.89987951073158,5
33,1697.8656414832863,12.726667015148223,5
34,1697.8656414832863,10.338303385256495,5
35,1697.8656414832863,10.338303385256495,5
36,1697.8656414832863,7.949939755364767,5
37,1697.8656414832863,7.949939755364767,5
38,1697.8656414832863,7.455182085205934,5
39,1697.8656414832858,3.8726366403698194,5
40,1697.8656414832858,0.49475767015928795,6
41,2116.3312603829327,3348.2197088673342,7
42,2116.3312603829327,2511.1136150318443,7
43,2116.3312603829327,2092.6117347327554,7
44,2116.3312603829327,1883.3607945832114,7
45,2123.9280849743695,1928.9417421318312,7
46,2123.9280849743695,1928.9417421318317,7
47,2123.9280849743695,1928.9417421318315,7
48,2123.9280849743695,1928.9417421318315,7
49,2123.9280849743695,1446.7063065988739,7
50,2123.9280849743695,1446.7063065988737,7
51,2123.9280849743695,1418.6635245869852,7
52,2123.9280849743695,1171.4284614802577,7
53,2123.9280849743695,1171.4284614802577,7
54,2123.9280849743695,1171.4284614802577,7
55,2123.9280849743695,1171.428461480258,7
56,2123.9280849743695,1171.4284614802582,7
57,2123.9280849743695,1171.4284614802582,7
58,2123.9280849743695,915.3998828964586,7
59,2123.9280849743695,915.3998828964588,7
60,2123.9280849743695,915.3998828964588,7
61,2123.9280849743695,915.3998828964588,7
62,2123.9280849743695,720.959642812172,7
63,2123.9280849743695,720.959642812172,7
64,2123.9280849743695,671.7512051692827,7
65,2123.928084974369,671.7512051692827,7
66,2123.9280849743695,627.467237974357,7
67,2123.928084974369,627.4672379743567,7
68,2123.928084974369,627.4672379743565,7
69,2123.9280849743695,443.6858355180925,7
70,2123.9280849743695,443.68583551809206,7
71,2123.9280849743695,443.6858355180925,7
72,2123.9280849743695,247.15580711203938,7
73,2123.9280849743695,247.15580711203938,7
74,2123.9280849743695,247.15580711203984,7
75,2123.9280849743695,212.1934311495852,7
76,2123.9280849743695,207.72001059528156,7
77,2123.9280849743695,172.75763463282647,7
78,2123.9280849743695,128.44987083604428,7
79,2123.9280849743695,121.06524353658006,7
80,2123.9280849743695,121.06524353658006,7
81,2123.92808497437,61.51300203572282,7
82,2123.9280849743695,34.448814667592615,7
83,2123.92808497437,25.82702645326708,7
84,2123.92808497437,23.371873718398092,7
85,2123.92808497437,15.987246418934774,7
86,2123.92808497437,7.365458204607876,7
87,2123.92808497437,7.065752523320043,7
88,2123.92808497437,7.065752523320043,7
89,2123.92808497437,4.610599788451054,7
90,2123.9280849743704,4.610599788450145,7
91,2123.92808497437,4.1466644453767,7
92,2123.92808497437,3.682729102302801,7
93,1924.6279601927897,2392.2527487728444,8
94,1924.6279601927895,2392.2527487728453,8
95,1924.6279601927895,2392.2527487728453,8
96,1924.6279601927895,2392.2527487728453,8
97,1924.6279601927895,2392.2527487728453,8
98,1924.6279601927895,2392.2527487728453,8
99,1924.6279601927897,2392.2527487728444,8
100,1924.6279601927895,1993.1640606642752,8
101,1924.6279601927895,1993.1640606642748,8
102,1924.6279601927895,1993.1640606642743,8
103,1924.6279601927895,1594.360295040527,8
104,1924.6279601927895,1594.360295040527,8
105,1924.6279601927893,1196.4112968712434,8
106,1924.6279601927897,1196.411296871244,8
107,1924.6279601927897,797.821223111112,8
108,1924.6279601927895,797.5719159368928,8
109,1924.6279601927897,697.9778204627644,8
110,1924.6279601927895,697.7285132885454,8
111,1924.6279601927895,697.7285132885454,8
112,1924.6279601927895,697.7285132885454,8
113,1924.6279601927895,648.0561191385905,8
114,1924.6279601927895,598.1611292973687,8
115,1924.6279601927893,598.1611292973682,8
116,1924.6279601927893,598.1611292973685,8
117,1924.627960192789,448.69875546496814,8
118,1924.627960192789,448.6987554649684,8
119,1924.6279601927893,324.09929019050037,8
120,1924.6279601927893,324.09929019050037,8
121,1924.6279601927893,324.0992901905006,8
122,1924.6279601927893,324.0992901905006,8
123,1924.6279601927893,324.0992901905008,8
124,1924.6279601927893,268.03977021878836,8
125,1924.6279601927893,227.51845511732472,8
126,1924.6279601927893,186.99714001586108,8
127,1924.6279601927893,186.99714001586108,8
128,1924.6279601927893,186.99714001586108,8
129,1924.6279601927893,174.5036371879562,8
130,1924.6279601927893,162.01013436005087,8
131,1924.6279601927893,149.51663153214554,8
132,1924.6279601927895,135.51211615109173,8
133,1924.6279601927895,121.50760077003838,8
134,1924.6279601927895,121.50760077003838,8
135,1924.6279601927895,121.50760077003815,8
136,1924.6279601927895,121.50760077003815,8
137,1924.6279601927893,121.50760077003793,8
138,1924.6279601927893,107.50308538898389,8
139,1924.6279601927895,107.5030853889848,8
140,1924.627960192789,101.98995875948913,8
141,1924.627960192789,101.9899587594889,8
142,1924.627960192789,91.31957714667146,8
143,1924.6279601927895,82.15545868551271,8
144,1924.6279601927893,53.15684015037641,8
145,1924.6279601927893,53.15684015037664,8
146,1924.6279601927893,47.64371352088256,8
147,1924.627960192789,47.6437135208821,8
148,1924.6279601927893,45.81821760504977,8
149,1924.6279601927893,45.46234595887904,8
150,1924.6279601927893,44.72753382404812,8
151,1924.627960192789,41.975995625940186,8
152,1924.6279601927893,30.154035157263024,8
153,1924.6279601927893,30.154035157262797,8
154,1924.6279601927895,25.75471951882446,8
155,1924.6279601927895,23.00318132071652,8
156,1924.6279601927895,23.00318132071652,8
157,1924.6279601927895,23.00318132071652,8
158,1924.6279601927897,18.168511866439985,8
159,1924.6279601927895,18.168511866439758,8
160,1924.6279601927895,13.217533196696195,8
161,1924.6279601927895,13.217533196696422,8
162,1924.6279601927895,11.336310078133238,8
163,1924.6279601927895,11.336310078133238,8
164,1924.6279601927893,11.33631007813392,8
165,1924.6279601927895,9.000176071597707,8
166,1924.6279601927895,9.000176071597707,8
167,1924.6279601927897,9.000176071597707,8
168,1924.6279601927897,9.000176071597707,8
169,1924.6279601927897,9.000176071597707,8
