cycle,avg,error,childs
0,552.6558835974095,0,2
1,552.6558835974095,0,2
2,552.6558835974095,0,3
3,999.5036901942218,893.6956131936246,4
4,999.5036901942217,446.84780659681223,4
5,1172.157157399459,568.7308377088809,4
6,1172.157157399459,568.7308377088809,4
7,1172.157157399459,335.13585494760923,4
8,1172.157157399459,233.5949827612717,4
9,1172.157157399459,200.5814551175381,4
10,1172.157157399459,100.29072755876905,4
11,1172.157157399459,100.29072755876882,4
12,1172.157157399459,100.29072755876905,4
13,1172.157157399459,66.80839567969724,4
14,1172.157157399459,66.80839567969724,4
15,1172.157157399459,66.80839567969724,4
16,1172.157157399459,33.40419783984862,4
17,1172.157157399459,33.40419783984839,4
18,1172.1571573994593,16.70209891992431,4
19,1172.157157399459,8.351049459962269,4
20,1172.157157399459,8.351049459962496,4
21,1172.157157399459,6.263287094971929,4
22,1172.157157399459,4.175524729981134,4
23,1172.157157399459,1.04388118249517,4
24,1511.652753970783,2036.451638836696,5
25,1511.652753970783,1357.9823862852957,5
26,1511.652753970783,678.4692525514001,5
27,1511.6527539707827,678.4692525514008,5
28,1511.6527539707827,678.4692525514008,5
29,1511.6527539707827,508.8519394135503,5
30,1511.652753970783,338.9736559800763,5
31,1511.652753970783,296.69981284342566,5
32,1511.652753970783,296.69981284342566,5
33,1511.652753970783,254.42596970677482,5
34,1511.6527539707827,254.4259697067755,5
35,1511.6527539707827,254.4259697067755,5
36,1511.6527539707827,254.4259697067755,5
37,1511.652753970783,254.4259697067746,5
38,1511.652753970783,254.4259697067746,5
39,1511.6527539707827,254.42596970677505,5
40,1511.6527539707827,204.04636390376118,5
41,1511.6527539707827,204.04636390376118,5
42,1511.6527539707827,127.2129848533873,5
43,1511.6527539707827,127.2129848533873,5
44,1511.652753970783,63.6064924266941,5
45,1511.652753970783,51.01159097594041,5
46,1511.652753970783,51.01159097594041,5
47,1511.652753970783,38.41668952518671,5
48,1511.6527539707827,31.96124250657863,5
49,1511.6527539707827,31.96124250657863,5
50,1511.6527539707827,25.58479363458605,5
51,1511.6527539707827,25.58479363458582,5
52,1511.6527539707827,12.812146353947128,5
53,1511.6527539707827,12.812146353947128,5
54,1511.6527539707827,12.812146353947128,5
55,1511.6527539707827,12.812146353947355,5
56,1511.6527539707827,12.772647280639148,5
57,1511.6527539707827,8.370323490530836,5
58,1511.6527539707827,6.188911132131125,5
59,1511.6527539707827,5.187036438698442,5
60,1511.6527539707827,5.187036438698215,5
61,1511.6527539707827,3.0056240802982757,5
62,1511.6527539707827,3.0056240802982757,6
63,1511.6527539707827,2.799571149823805,7
64,2047.7420637097937,4290.114263487,8
65,2585.2695630091625,6444.5004253801035,8
66,2362.70085782078,6709.910523365635,8
67,2362.70085782078,6709.910523365635,8
68,2362.70085782078,6709.910523365635,8
69,2362.70085782078,5458.332647459262,8
70,2362.7008578207806,4657.921482901349,8
71,2362.7008578207806,4657.921482901349,8
72,2362.7008578207806,4657.921482901349,8
73,2362.7008578207806,3985.0176758935086,8
74,2362.7008578207806,3985.0176758935086,8
75,2362.7008578207806,3627.653486411702,8
76,2362.7008578207806,3548.8753860908573,8
77,2362.7008578207806,3033.9549959673614,8
78,2362.70085782078,2676.590806485555,8
79,2362.70085782078,2676.590806485554,8
80,2362.70085782078,2597.81270616471,8
81,2362.700857820781,1924.6952910355383,8
82,2362.7008578207806,1819.5599759903184,8
83,2362.7008578207806,1819.5599759903184,8
84,2362.7008578207806,1535.5689259483452,8
85,2362.70085782078,1535.568925948347,8
86,2362.70085782078,1417.1855474385966,8
87,2362.7008578207806,1417.1855474385957,8
88,2362.7008578207806,1417.1855474385952,8
89,2362.70085782078,1183.1425647459191,8
90,2362.70085782078,1183.1425647459191,8
91,2362.70085782078,1016.8654317431005,8
92,2362.70085782078,1016.8654317431005,8
93,2362.7008578207806,1016.8654317431015,8
94,2362.7008578207806,1016.8654317431019,8
95,2362.7008578207806,1016.8654317431019,8
96,2362.7008578207806,904.2983859819042,8
97,2362.7008578207806,904.2983859819042,8
98,2362.7008578207806,904.2983859819042,8
99,2362.7008578207806,843.5604175161652,8
100,2362.7008578207806,843.5604175161652,8
101,2362.7008578207806,843.5604175161652,8
102,2362.7008578207806,843.5604175161648,8
103,2362.7008578207806,809.1751476572031,8
104,2362.7008578207806,809.1751476572031,8
105,2362.7008578207806,583.1005511617268,8
106,2362.7008578207806,479.0042366117609,8
107,2362.7008578207806,444.6189667527992,8
108,2362.7008578207806,307.4401464271082,8
109,2362.7008578207806,170.26132610141713,8
110,2362.7008578207806,170.26132610141713,8
111,2362.7008578207806,153.72007321355431,8
112,2362.7008578207806,137.1788203256915,8
113,2362.7008578207806,137.17882032569105,8
114,2362.7008578207806,33.08250577572517,8
115,2362.7008578207806,33.08250577572517,8
116,2362.7008578207806,33.08250577572471,8
117,2362.7008578207806,33.08250577572471,8
118,2362.7008578207806,24.811879331793534,8
119,2362.7008578207806,20.676566109827945,8
120,2362.7008578207806,20.6765661098284,8
121,2362.7008578207806,18.60890949884515,8
122,2362.7008578207806,18.608909498845605,8
123,2362.7008578207806,18.60890949884515,8
124,2362.7008578207806,16.541252887862356,8
125,2362.7008578207806,16.541252887862356,8
126,2362.7008578207806,16.541252887862356,8
127,2362.7008578207806,13.439767971387937,8
128,2362.7008578207806,11.372111360404688,8
129,2362.7008578207806,10.079825978540612,8
130,2362.7008578207806,10.079825978540612,8
131,2362.7008578207806,10.079825978540157,8
132,2362.700857820781,8.81984773122258,8
133,2362.7008578207806,7.527562349358504,8
134,2362.7008578207806,7.010648196612692,9
135,2362.7008578207806,6.808728605696615,9
136,2362.7008578207806,6.291814452950803,10
137,2180.2758433981653,2554.152121507533,11
138,2180.2758433981653,2554.152121507533,11
139,2117.8973179121153,2938.046318085822,11
140,2117.897317912115,2621.3421688245776,11
141,2009.0377299310376,3839.94578107215,11
142,2009.0377299310376,3135.5635129282236,11
143,2009.0377299310371,2427.7082278205353,11
144,2009.0377299310371,2313.695585340869,11
145,2009.0377299310376,2214.7106120417793,11
146,2009.0377299310376,2100.697969562112,11
147,2009.0377299310376,2100.697969562112,11
