cycle,avg,error,childs
0,221.0662703528098,0,2
1,221.0662703528098,0,2
2,221.0662703528098,0,2
3,323.3383235423965,204.5441063791734,3
4,323.3383235423965,204.5441063791734,3
5,323.3383235423965,204.5441063791734,3
6,323.3383235423965,204.5441063791734,3
7,323.3383235423965,102.27205318958676,3
8,323.33832354239644,51.13602659479341,3
9,323.33832354239644,51.13602659479341,3
10,323.33832354239644,25.568013297396703,3
11,323.33832354239644,12.784006648698323,3
12,323.33832354239644,6.392003324349162,3
13,323.33832354239644,6.392003324349162,3
14,323.33832354239644,6.392003324349162,3
15,323.33832354239644,3.1960016621746377,3
16,323.3383235423965,1.5980008310872904,3
17,323.3383235423965,1.5980008310872904,3
18,323.3383235423965,1.5980008310872904,3
19,323.3383235423965,1.5980008310872904,3
20,749.0210786785747,1701.932020129169,4
21,749.0210786785747,850.9660100645846,4
22,749.0210786785746,850.9660100645843,4
23,749.0210786785746,425.78263018812095,4
24,749.0210786785746,212.89131509406036,4
25,749.0210786785747,212.89131509406047,4
26,749.0210786785746,159.51867374263088,4
27,749.0210786785746,159.51867374263088,4
28,749.0210786785746,79.75933687131544,4
29,749.0210786785746,79.75933687131544,4
30,749.0210786785746,66.56598911137235,4
31,749.0210786785746,53.372641351429365,4
32,749.0210786785746,43.32781795355777,4
33,749.0210786785746,21.663908976778885,4
34,749.0210786785746,21.66390897677877,4
35,749.0210786785746,15.854366187325013,4
36,749.0210786785746,7.9271830936625065,4
37,749.0210786785746,7.92718309366262,4
38,749.0210786785746,7.92718309366262,4
39,749.0210786785746,7.927183093662734,4
40,749.0210786785746,3.963591546831367,4
41,749.0210786785744,3.9635915468314806,5
42,1006.6039073087832,1547.4787675546672,6
43,1006.6039073087832,1547.4787675546672,6
44,980.3553408244028,1652.4730334921883,6
45,980.3553408244029,1289.4004899811048,6
46,980.3553408244029,1289.4004899811048,6
47,980.3553408244029,1289.4004899811048,6
48,980.3553408244028,1057.8185033635993,6
49,980.3553408244028,644.9479694622291,6
50,980.3553408244028,438.2649780398672,6
51,980.3553408244028,438.2649780398672,6
52,980.3553408244028,438.2649780398672,6
53,980.3553408244028,438.2649780398672,6
54,980.3553408244028,438.2649780398672,6
55,980.3553408244029,322.2262602594378,6
56,980.3553408244029,322.2262602594378,6
57,980.3553408244029,270.67937463968576,6
58,980.3553408244029,270.67937463968576,6
59,980.3553408244029,161.1131301297188,6
60,980.3553408244029,106.33000787473554,6
61,980.3553408244029,99.88664717226641,6
62,980.3553408244029,99.8866471722663,6
63,980.3553408244029,75.71676639600935,6
64,980.3553408244028,75.71676639600912,6
65,980.3553408244029,64.44088516668842,6
66,980.3553408244029,53.16500393736749,6
67,980.3553408244028,53.16500393736783,6
68,980.3553408244028,53.16500393736783,6
69,980.3553408244028,53.165003937367715,6
70,980.3553408244028,33.731969899610135,6
71,980.3553408244028,30.15723593414691,6
72,980.3553408244028,30.15723593414691,6
73,980.3553408244028,26.582501968683687,6
74,980.3553408244028,26.582501968683687,6
75,980.3553408244028,26.582501968683687,6
76,980.3553408244028,25.574817091173145,6
77,980.3553408244028,24.933054819185145,6
78,980.3553408244028,24.933054819185145,6
79,980.3553408244028,24.291292547197145,6
80,980.3553408244028,24.291292547197145,6
81,980.3553408244026,18.218469410397688,6
82,980.3553408244026,18.218469410397688,6
83,980.3553408244028,15.182057841998358,6
84,980.3553408244028,15.182057841998244,6
85,980.3553408244028,12.145646273598913,6
86,980.3553408244026,12.145646273598004,6
87,980.3553408244028,12.145646273599027,6
88,980.3553408244028,12.145646273598913,6
89,980.3553408244028,12.145646273598913,6
90,980.3553408244026,8.919458982173637,6
91,980.3553408244026,7.401253197973915,6
92,980.3553408244026,4.744393075624544,6
93,980.3553408244026,3.273631222180825,6
94,980.3553408244026,2.9652456722653824,7
95,1025.9130839106072,456.15861901380913,8
96,1047.1026119476624,668.0538993843606,8
97,1047.1026119476624,535.46079182221,8
98,1047.1026119476624,402.5474377274545,8
99,1047.1026119476624,402.5474377274545,8
100,1047.1026119476626,402.5474377274543,8
101,1047.1026119476626,402.5474377274543,8
102,1047.1026119476624,402.54743772745496,8
103,1047.1026119476624,282.5513821576494,8
104,1047.1026119476624,282.55138215764964,8
105,1047.1026119476624,282.55138215764964,8
106,1047.1026119476624,282.55138215764975,8
107,1047.1026119476624,220.10654594282278,8
108,1047.1026119476624,220.10654594282278,8
109,1047.1026119476624,220.10654594282278,8
110,1047.1026119476624,220.10654594282278,8
111,1047.1026119476624,220.1065459428229,8
112,1047.1026119476624,165.1065195041266,8
113,1047.1026119476624,110.10649306543007,8
114,1047.1026119476624,106.38408817736479,8
