cycle,avg,error,childs
0,491.9811141303842,0,2
1,975.4014854391495,966.840742617531,3
2,975.4014854391495,966.840742617531,3
3,975.4014854391495,483.4203713087653,3
4,975.4014854391495,241.7101856543826,3
5,975.4014854391495,120.85509282719124,3
6,975.4014854391495,60.42754641359568,3
7,975.4014854391495,30.213773206797782,3
8,975.4014854391495,30.213773206797782,3
9,975.4014854391495,30.213773206797782,3
10,975.4014854391495,30.213773206797782,3
11,975.4014854391495,15.106886603398834,3
12,975.4014854391495,15.106886603398834,3
13,975.4014854391495,7.553443301699531,3
14,975.4014854391495,3.7767216508497086,3
15,975.4014854391495,1.8883608254249111,3
16,975.4014854391495,0.9441804127123987,3
17,975.4014854391494,0.4720902063561425,3
18,1447.7335639403468,1889.0922689016109,4
19,1447.7335639403468,1889.092268901611,4
20,1447.7335639403468,944.5461344508055,4
21,1447.7335639403468,944.5461344508055,4
22,1447.7335639403468,944.5461344508058,4
23,1447.7335639403468,472.2730672254029,4
24,1447.7335639403468,236.13653361270167,4
25,1447.7335639403468,236.1365336127019,4
26,1447.7335639403468,118.06826680635095,4
27,1447.7335639403468,118.06826680635095,4
28,1447.7335639403468,118.06826680635095,4
29,1447.7335639403468,59.034133403175474,4
30,1447.7335639403468,59.034133403175474,4
31,1447.7335639403468,0,4
32,1256.3150086272176,1148.5113318787755,5
33,1256.3150086272176,765.674221252517,5
34,1256.3150086272176,669.9649435959526,5
35,1256.3150086272176,287.12783296969405,5
36,1256.3150086272176,191.41855531312967,5
37,1256.3150086272176,167.4912358989884,5
38,1256.3150086272176,143.5639164848469,5
39,1256.3150086272176,143.5639164848469,5
40,1256.3150086272176,143.5639164848469,5
41,1256.3150086272176,137.58208663131154,5
42,1256.3150086272176,86.73653287626166,5
43,1256.3150086272176,86.73653287626189,5
44,1256.3150086272176,47.85463882828208,5
45,1256.3150086272178,47.85463882828253,5
46,1256.3150086272176,45.61145263320691,5
47,1256.3150086272176,45.61145263320668,5
48,1256.3150086272176,28.226759621369865,5
49,1256.3150086272176,25.98357342629447,5
50,1256.3150086272176,15.141506816761648,5
51,1256.3150086272176,7.5707534083810515,5
52,1256.3150086272176,7.5707534083810515,5
53,1256.3150086272176,7.5707534083810515,5
